Code guichet                            ,Code Localités                                         ,Code Términal GAB,GUICHETS,GAB| Nombre total des GAB,dont ceux servant à collecter les dépôts,gpsx,gpsy
203,223,1600296,GOULMIMA                      ,1,,-4.954472,31.690632
203,223,11600158,GOULMIMA                      ,1,,-4.954472,31.690632
224,233,1600908,GOURAMA                       ,1,,-4.074898,32.338835
624,320,11600367,GUELMIM FAR                   ,1,,-10.054573,28.985797
597,320,1600778,GUELMIM PORTE  DU SAHARA      ,1,,-10.0486762,28.9990479
623,320,11600282,GUELMIM PRINCIPAL             ,1,,-10.0568086,28.9877539
623,320,1600779,GUELMIM PRINCIPAL             ,1,,-10.0568086,28.9877539
250,703,1600062,GUERCIF                       ,1,,-3.351134,34.223686
250,703,1600116,GUERCIF                       ,1,,-3.351134,34.223686
250,703,11600179,GUERCIF                       ,1,,-3.351134,34.223686
247,140,11600231,ALMIS GUIGOU                  ,1,,-4.829714,33.382917
390,648,11600396,GZENAYA                       ,1,,-5.90594,35.707438
666,13,1600780,HAD AIT BELFAA                ,1,,-9.560885,30.047627
835,108,1600537,HAD BRADIA SANABIL            ,1,,-6.540706,32.453595
326,645,11600235,HAD RHARBIA                   ,1,,-5.931212,35.515688
356,333,1600583,HAD KOURT                     ,1,,-5.734136,34.616957
894,185,1600322,OULED FREJ                    ,1,,-8.2217887,32.9565033
878,629,11600377,HAD SOUALEM                   ,1,,-7.8599668,33.4186679
400,582,1600688,HASSI BLAL                    ,1,,-2.206187,34.308108
55,480,1600567,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
478,50,1600404,AL HOCEIMA SIDI ABID          ,1,,-3.9363108,35.2497437
177,420,1600591,IFRANE                        ,1,,-5.1078111,33.5288521
747,552,1600893,IGHREM NOUGDAL                ,1,,-7.421109,31.229521
747,552,11600248,IGHREM NOUGDAL                ,1,,-7.421109,31.229521
225,227,1600920,IMILCHIL                      ,1,,-5.630927,32.156596
723,471,1600249,IMI N TANOUNTE                ,1,,-8.84798,31.17716
258,288,1600264,IMOUZZER KANDAR               ,1,,-5.010278,33.728808
245,141,1600634,IMOUZZER MARMOUCHA            ,1,,-4.294565,33.471216
465,57,1600365,IMZOUREN                      ,1,,-3.850459,35.146771
142,810,1600906,RABAT AL MASSIRA              ,1,,-6.8869727,33.9770429
589,21,11600359,INEZGANE MESDOURA             ,1,,-9.537655,30.3517129
611,21,11600276,INEZGANE PRINCIPAL            ,1,,-9.53311,30.3584111
611,21,1600616,INEZGANE PRINCIPAL            ,1,,-9.53311,30.3584111
611,21,1600831,INEZGANE PRINCIPAL            ,1,,-9.53311,30.3584111
470,59,1600552,ISSAGUEN                      ,1,,-4.570305,34.917828
1029,10,11600230,AGADIR ISLANE,1,,-9.560110,30.433754
989,170,11600156,EL JADIDA BD EL ALAOUIYNE,1,,-8.524398,33.23589
710,450,11600056,MARRAKECH MHAMID              ,1,,-8.039267,31.587968
1048,780,11600414,CASABLANCA JAWHARA RAHMA,1,,-7.722023,33.535406
704,457,11600347,RHMATE                        ,1,,-7.802621,31.422511
87,582,1600782,JERADA                        ,1,,-2.1614823,34.3088742
359,851,1600413,JORF EL MELHA                 ,1,,-5.5085103,34.4876652
46,665,1600266,KARIA BA MED                  ,1,,-5.2091718,34.3663764
839,104,1600817,KASBA TADLA PPAL              ,1,,-6.2622714,32.5989812
839,104,11600036,KASBA TADLA PPAL              ,1,,-6.2622714,32.5989812
844,104,11600247,KASBA TADLA HAY BOUDRAA       ,1,,-6.2794651,32.6005404
844,104,1600460,KASBA TADLA HAY BOUDRAA       ,1,,-6.2794651,32.6005404
839,104,11600316,KASBA TADLA PPAL              ,1,,-6.2622714,32.5989812
229,810,1600429,KENITRA MAAMOURA              ,1,,-6.5489459,34.241608
93,330,1600242,KENITRA PPL                   ,1,,-6.5819773,34.2609252
98,330,1600799,KENITRA 3EME BAFRA            ,1,,-6.605004,34.289187
94,330,1600921,KENITRA ANCIENNE MEDINA       ,1,,-6.5727961,34.2653687
95,330,11600386,KENITRA BOUCHTIA              ,1,,-6.5589331,34.2643157
93,330,1600670,KENITRA PPL                   ,1,,-6.5819773,34.2609252
93,330,1600620,KENITRA PPL                   ,1,,-6.5819773,34.2609252
184,330,1600426,KENITRA KHABBAZATE            ,1,,-6.5697894,34.2632373
101,810,1600482,RABAT HAOUZIA                 ,1,,-6.6160709,34.2661012
184,330,11600095,KENITRA KHABBAZATE            ,1,,-6.5697894,34.2632373
97,330,1600800,KENITRA FAR                   ,1,,-6.604843,34.289346
106,330,1600286,KENITRA NOUVELLE MEDINA       ,1,,-6.5611929,34.2589822
93,330,11600299,KENITRA PPL                   ,1,,-6.5819773,34.2609252
93,330,11600390,KENITRA PPL                   ,1,,-6.5819773,34.2609252
93,330,1600469,KENITRA PPL                   ,1,,-6.5819773,34.2609252
954,330,1600570,KENITRA SAKNIA                ,1,,-6.5519299,34.2493915
185,330,1600427,KENITRA TAIBIA                ,1,,-6.5992923,34.2726379
228,330,1600424,KENITRA OULED OUIJIH          ,1,,-6.6201317,34.2607013
845,96,11600317,EL KSIBA MASSIRA              ,1,,-6.032983,32.567178
744,550,11600407,KHEMIS DADES                  ,1,,-6.031333,31.306491
802,100,11600037,KHEMIS OULED AYAD             ,1,,-6.7999229,32.2003244
315,360,11600404,KHEMISSET AZHAR               ,1,,-6.0717776,33.8249986
315,360,1600743,KHEMISSET AZHAR               ,1,,-6.0717776,33.8249986
311,360,1600788,KHEMISSET PPL                 ,1,,-6.065309,33.824435
311,360,1600742,KHEMISSET PPL                 ,1,,-6.065309,33.824435
312,360,11600047,KHEMISSET FATH                ,1,,-6.076169,33.8329218
187,380,11600406,KHENIFRA AMALOU IGHRIBEN      ,1,,-5.6563712,32.9373013
188,380,1600635,KHENIFRA PRINCIPAL            ,1,,-5.6715954,32.935138
188,380,1600444,KHENIFRA PRINCIPAL            ,1,,-5.6715954,32.935138
855,400,11600121,KHOURIBGA ZELLAGA             ,1,,-6.9160492,32.8880789
447,525,1600409,KHEMIS TEMSAMANE              ,1,,-3.639822,35.120661
892,186,1600328,KHEMIS DES ZEMAMRA            ,1,,-8.6961696,32.625473
345,335,1600346,KHENICHET                     ,1,,-5.685366,34.43896
846,400,1600802,KHOURIBGA PPAL                ,1,,-6.9115699,32.8819433
964,400,1600855,KHOURIBGA AL AMAL,1,,-6.927817,32.890159
846,400,11600253,KHOURIBGA PPAL                ,1,,-6.9115699,32.8819433
846,400,11600370,KHOURIBGA PPAL                ,1,,-6.9115699,32.8819433
858,400,1600290,KHOURIBGA AL QODS             ,1,,-6.9301925,32.8854143
93,330,11600394,KENITRA PPL                   ,1,,-6.5819773,34.2609252
321,731,11600391,KSAR EL KEBIR HAY ESSALAM     ,1,,-5.9009993,34.9984114
372,647,11600402,KSAR SGHIR                    ,1,,-5.557934,35.840595
494,500,1600533,NADOR BNDE                    ,1,,-2.9253432,35.1731747
150,815,1600300,SALE LâAYAYDA                 ,1,,-6.7727548,34.062028
765,430,11600262,LAAYOUNE 4EME BAFRA           ,1,,-13.219471,27.138438
772,430,1600539,LAAYOUNE HAY AMAL             ,1,,-13.168619,27.13084
769,430,1600553,LAAYOUNE AL MASSIRA           ,1,,-13.1874441,27.154275
774,430,1600478,LAAYOUNE ENNAHDA              ,1,,-13.4092775,27.0968116
764,430,1600815,LAAYOUNE FAR                  ,1,,-13.193936,27.15988
760,430,11600371,LAAYOUNE HAY ERRAHMA          ,1,,-13.1931827,27.1400059
1016,430,1600867,LAAYOUNE HAY MOULAY RACHID,1,,-13.19362,27.145794
762,430,1600862,LAAYOUNE HAY TAAOUN           ,1,,-13.204078,27.144398
768,430,1600554,LAAYOUNE MAKKA                ,1,,-13.1995771,27.155584
769,430,1600769,LAAYOUNE AL MASSIRA           ,1,,-13.1874441,27.154275
758,430,11600279,LAAYOUNE PAL                  ,1,,-13.2028748,27.1615514
758,430,11600054,LAAYOUNE PAL                  ,1,,-13.2028748,27.1615514
770,430,1600521,LAAYOUNE PORT                 ,1,,-13.415124,27.097588
767,430,1600819,LAAYOUNE RHIBA                ,1,,-13.1994644,27.1446268
761,430,1600824,LAAYOUNE SOUK JEMAL           ,1,,-13.2154343,27.1625668
771,430,11600130,LAAYOUNE VILLE                ,1,,-13.1849671,27.1463333
869,626,11600328,EL BOUROUJ                    ,1,,-7.1909273,32.5068664
829,101,11600125,FKIH BEN SALAH PPAL           ,1,,-6.6869429,32.5049052
358,356,11600008,LALLA MIMOUNA                 ,1,,-6.070223,34.847771
695,450,11600423,LALLA TAKARKOUSTE             ,1,,-8.131945,31.358174
234,486,11600436,TNINE MHAYA                   ,1,,-5.242126,33.981073
322,735,11600338,LARAHE EL OUAFA               ,1,,-6.1466789,35.177246
323,735,11600106,LARACHE                       ,1,,-6.1506365,35.1956598
323,735,1600790,LARACHE                       ,1,,-6.1506365,35.1956598
86,587,1600269,EL AIOUNE                     ,1,,-2.5062937,34.5839962
551,780,11600388,LISSASFA                      ,1,,-7.6726105,33.5316413
319,731,1600605,KSAR EL KEBIR PPAL            ,1,,-5.9074635,34.9979028
367,366,11600342,MAAZIZ                        ,1,,-6.319043,33.667483
398,580,11600244,MADAGH                        ,1,,-2.338908,35.010212
138,330,1600289,MEHDYA                        ,1,,-6.6659492,34.2606703
683,450,1600923,MARRAKECH ANNAKHILE           ,1,,-7.9857409,31.6474403
971,450,11600063,MARRAKECH BORJ ZAITOUN,1,,-8.048822,31.587357
942,196,1600660,SIDI RAHHAL                   ,1,,-7.4704752,31.652372
986,480,1600702,MEKNES MARJANE,1,,-5.576302,33.862224
693,450,1600669,MARRAKECH HAY EL MASSIRA      ,1,,-8.060363,31.629133
706,450,1600655,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
714,450,1600544,MARRAKECH ATLAS               ,1,,-8.050645,31.6004966
687,450,11600379,MARRAKECH DIOUR ECHCHOUHADA   ,1,,-7.9620181,31.6067673
686,450,1600557,MARRAKECH AL FADL             ,1,,-8.0251748,31.6778666
756,450,11600335,MARRAKECH ALLA AL FASSI       ,1,,-8.000139,31.645182
690,450,11600077,MARRAKECH AMERCHICH           ,1,,-8.0037949,31.6576806
683,450,1600463,MARRAKECH ANNAKHILE           ,1,,-7.9857409,31.6474403
939,478,1600705,ASNI                          ,1,,-7.984041,31.247219
757,450,1600481,MARRAKECH AZLI (ROUT          ,1,,-8.0405277,31.6250563
973,450,11600150,MARRAKECH AZZOUZIA,1,,-8.061733,31.682816
684,450,1600364,MARRAKECH BAB KHEMIS          ,1,,-7.98626,31.6365561
713,450,11600127,MARRAKECH B.E.F.R.A           ,1,,-8.034879,31.61473
708,450,11600287,MARRAKECH EL BAHIA            ,1,,-7.9845661,31.6220186
715,450,1600825,MARRAKECH CAMP EL GHOUL       ,1,,-8.0213714,31.6369135
687,450,1600614,MARRAKECH DIOUR ECHCHOUHADA   ,1,,-7.9620181,31.6067673
713,450,1600844,MARRAKECH B.E.F.R.A           ,1,,-8.034879,31.61473
716,450,11600289,MARRAKECH GARE                ,1,,-8.018775,31.6298158
693,450,11600372,MARRAKECH HAY EL MASSIRA      ,1,,-8.060363,31.629133
705,450,11600382,MARRAKECH HAY MOHAMMADI       ,1,,-7.996373,31.650498
700,450,11600361,MARRAKECH HAY HASSANI         ,1,,-8.041658,31.630902
705,450,11600069,MARRAKECH HAY MOHAMMADI       ,1,,-7.996373,31.650498
706,450,11600126,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
725,450,11600246,MARRAKECH MEDINA              ,1,,-7.9896247,31.6248689
725,450,1600689,MARRAKECH MEDINA              ,1,,-7.9896247,31.6248689
725,450,11600220,MARRAKECH MEDINA              ,1,,-7.9896247,31.6248689
712,450,11600356,MARRAKECH MENARA              ,1,,-8.0273044,31.6025526
706,450,11600148,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
706,450,1600690,MARRAKECH PPAL                ,1,,-8.0093873,31.6325505
685,450,1600483,MARRAKECH SIDI ABBAD          ,1,,-8.0176324,31.6562171
773,450,1600416,MARRAKECH MASSIRA 2           ,1,,-8.0607623,31.6387244
455,727,11600108,MARTIL                        ,1,,-5.2778605,35.616652
455,727,11600397,MARTIL                        ,1,,-5.2778605,35.616652
662,15,1600281,MASSA                         ,1,,-9.645341,29.991623
259,690,1600858,MATMATA                       ,1,,-4.550582,34.099305
985,728,11600084,MDIQ MARINA,1,,-5.340782,35.754027
456,728,1600628,MDIQ                          ,1,,-5.3228036,35.6848275
357,336,1600272,MECHRâA BELKSIRI              ,1,,-5.9540815,34.576848
580,780,11600203,CASABLANCA MEKDAD LAHRIZI     ,1,,-7.5617105,33.5437397
55,480,1600440,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
55,480,1600443,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
57,480,11600325,MEKNES ACADEMIE               ,1,,-5.553546,33.872785
59,480,11600261,MEKNES AGDAL                  ,1,,-5.5461002,33.8807773
237,480,11600005,MEKNES AL WIFAK               ,1,,-5.5806926,33.8975076
69,480,11600323,MEKNES BNI M'HAMMED           ,1,,-5.5627741,33.8808497
239,480,11600110,MEKNES BORJ MY OMAR           ,1,,-5.529688,33.906519
1043,480,11600326,MEKNES BOUSTANE,1,,-5.479423,33.905614
60,480,1600806,MEKNES CIB                    ,1,,-5.51916,33.862585
55,480,1600540,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
159,480,11600043,MEKNES HAY ECHOUHADA          ,1,,-5.5038661,33.8908996
232,480,1600901,MEKNES BASSATINE              ,1,,-5.5140692,33.8931227
67,480,11600209,EL HADJ KADDOUR               ,1,,-5.424312,33.826278
58,480,1600808,MEKNES 2 BAFRA                ,1,,-5.5194283,33.8791095
56,480,1600529,MEKNES KORTOBA                ,1,,-5.544751,33.8626918
65,480,11600415,MOULAY IDRISS                 ,1,,-5.520435,34.056973
158,480,11600144,MEKNES AL MANSOUR             ,1,,-5.576849,33.8663644
68,480,11600073,MEKNES MEDINA                 ,1,,-5.5624321,33.8948115
236,480,11600284,MEKNES OUJEH AROUSS           ,1,,-5.5775035,33.9016373
55,480,1600438,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
55,480,11600277,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
55,480,1600601,MEKNES PRINCIPAL              ,1,,-5.5498848,33.897826
966,480,11600059,MEKNES SIDI BOUZEKRI,1,,-5.5345559,33.8639947
241,480,11600206,MEKNES TAKADOUM               ,1,,-5.5795339,33.8849012
238,480,11600433,TOULAL                        ,1,,-5.5965713,33.8899756
240,480,1600785,MEKNES ZITOUNE                ,1,,-5.5471892,33.8683655
240,480,11600410,MEKNES ZITOUNE                ,1,,-5.5471892,33.8683655
162,388,11600321,MRIRT                         ,1,,-5.566442,33.1671751
526,780,1600710,CASABLANCA MERSULTAN          ,1,,-7.61433,33.583673
171,210,11600292,MERZOUGA                      ,1,,-4.016817,31.099173
780,530,1600903,DAKHLA PAL                    ,1,,-15.930047,23.700744
745,567,11600260,MHAMID                        ,1,,-5.718899,29.825411
434,524,1600216,MIDAR                         ,1,,-3.533847,34.943517
211,391,11600071,MIDELT                        ,1,,-4.7394177,32.6783414
79,570,11600012,OUJDA MIR ALI                 ,1,,-1.9303885,34.6795826
661,763,11600238,MIRLEFT                       ,1,,-10.032208,29.579748
263,144,1600131,MISSOUR                       ,1,,-3.9889357,33.0471446
263,144,11600155,MISSOUR                       ,1,,-3.9889357,33.0471446
181,825,1600387,TEMARA MOULAY ALI CHERIF      ,1,,-6.9059292,33.9324828
126,276,1600585,MOULAY YACOUB                 ,1,,-5.178536,34.088653
509,787,11600097,MOHAMMADIA GARE               ,1,,-7.3874876,33.6965165
509,787,11600440,MOHAMMADIA GARE               ,1,,-7.3874876,33.6965165
549,787,1600344,MOHAMMEDIA HASSANIA           ,1,,-7.3904783,33.675602
549,787,1600767,MOHAMMEDIA HASSANIA           ,1,,-7.3904783,33.675602
510,787,11600098,MOHAMMEDIA ALIA               ,1,,-7.3908216,33.6868979
565,787,11600309,MOHAMMEDIA RACHIDIA           ,1,,-7.3759595,33.684155
564,787,1600886,MOHAMMEDIA LACOLLINE          ,1,,-7.373039,33.697717
508,787,11600001,MOHAMMEDIA PRINCIPAL          ,1,,-7.3963899,33.7060582
882,171,1600786,MOULAY ABDELLAH               ,1,,-8.58798,33.198697
353,331,1600658,MLY BOUSSELHAM                ,1,,-6.281476,34.878789
573,780,1600391,CASA MBNOUCEIR                ,1,,-7.6275815,33.591235
426,500,1600225,NADOR                         ,1,,-2.9251179,35.1761234
949,500,11600028,NADOR OULED BOUTAYEB          ,1,,-2.9489735,35.1669522
420,500,1600573,NADOR OULAD MIMOUNE           ,1,,-2.935952,35.167915
426,500,11600298,NADOR                         ,1,,-2.9251179,35.1761234
426,500,1600498,NADOR                         ,1,,-2.9251179,35.1761234
821,794,11600368,NOUACEUR                      ,1,,-7.547943,33.373548
821,794,1600883,NOUACEUR                      ,1,,-7.547943,33.373548
747,552,11600234,IGHREM NOUGDAL                ,1,,-7.421109,31.229521
946,190,11600216,NZALATE LAADIM                ,1,,-7.952653,32.097854
505,780,1600390,CASABLANCA OASIS GARE         ,1,,-7.631612,33.554613
898,187,1600356,OUALIDIA                      ,1,,-9.0336478,32.7345777
728,550,11600169,OUARZAZATE TARMIGT            ,1,,-6.911028,30.9010095
731,550,1600816,OUARZAZATE FAR                ,1,,-6.910859,30.917229
727,550,11600288,OUARZAZATE PPAL               ,1,,-6.9106633,30.9204919
727,550,1600781,OUARZAZATE PPAL               ,1,,-6.9106633,30.9204919
210,321,1600744,ASRIR OUED FERKLA             ,1,,-5.067433,31.500094
457,729,11600031,OUED LAOU                     ,1,,-5.090564,35.448207
865,411,1600677,OUED ZEM AL WAHDA             ,1,,-6.5779822,32.8591767
860,411,1600398,OUED ZEM PPAL                 ,1,,-6.5706571,32.861495
860,411,11600123,OUED ZEM PPAL                 ,1,,-6.5706571,32.861495
332,341,11600157,OUEZZANE                      ,1,,-5.578088,34.79742
334,341,11600033,OUEZZANE RMEL                 ,1,,-5.5844477,34.798213
332,341,1600745,OUEZZANE                      ,1,,-5.578088,34.79742
242,480,1600622,OUISLANE EX DOUAR SOUSSI      ,1,,-5.4896451,33.9113921
414,570,1600410,OUJDA ISLY                    ,1,,-1.9190643,34.688642
956,570,11600029,OUJDA 18 MAI                  ,1,,-1.9522459,34.683083
75,570,11600268,OUJDA BADR                    ,1,,-1.921662,34.6740781
81,570,1600821,BENI OUKIL                    ,1,,-2.001845,34.653423
981,570,11600066,OUJDA BASSATINE,1,,-1.88136,34.709653
487,570,1600477,OUJDA EL AOUINA               ,1,,-1.888425,34.691786
491,570,1600476,OUJDA EL AMAL                 ,1,,-1.9071056,34.6837998
419,570,1600422,OUJDA NAHDA                   ,1,,-1.93869,34.6817023
418,570,11600270,OUJDA ESSAADA                 ,1,,-1.887213,34.6784853
488,570,1600474,OUJDA HABOUS                  ,1,,-1.8942672,34.6711343
492,570,1600472,OUJDA JAWHARA                 ,1,,-1.9293197,34.6690376
490,570,1600497,OUJDA LAMHARCHI               ,1,,-1.9430673,34.691208
489,570,1600475,OUJDAI ALAZARET               ,1,,-1.8714899,34.6914242
82,570,1600468,OUJDA LES IRIS                ,1,,-1.923388,34.6558524
994,570,11600174,OUJDA NAJD,1,,-1.873794,34.661602
410,570,1600047,OUJDA OUED ENNACHEF           ,1,,-1.9281408,34.674988
73,570,11600365,OUJDA PPAL                    ,1,,-1.9146252,34.6842608
73,570,11600366,OUJDA PPAL                    ,1,,-1.9146252,34.6842608
80,570,1600516,OUJDA Q.INDUSTRIEL            ,1,,-1.9006804,34.6989244
402,570,1600048,OUJDA ER-RIAD                 ,1,,-1.9036228,34.6800348
418,570,1600550,OUJDA ESSAADA                 ,1,,-1.887213,34.6784853
955,570,11600030,OUJDA SAMARA                  ,1,,-1.9411348,34.6512576
411,570,1600170,OUJDA TAKKADOUM               ,1,,-1.916795,34.697204
493,570,11600009,OUJDA UNIVERSITE              ,1,,-1.8967295,34.6530062
870,623,11600255,OULAD ABBOU                   ,1,,-7.937413,33.116657
612,28,11600213,OULAD TEIMA                   ,1,,-9.2105703,30.3955482
612,28,1600652,OULAD TEIMA                   ,1,,-9.2105703,30.3955482
805,92,1600764,OULED YAICHE                  ,1,,-6.328113,32.4354365
650,45,11600014,OULAD BERREHIL                ,1,,-8.4759415,30.6388535
804,91,1600895,OULED MBARK                   ,1,,-6.455981,32.281142
365,365,11600026,OULMES                        ,1,,-6.006354,33.422269
554,780,1600547,CASA OUM RABIAA               ,1,,-7.6687293,33.5624435
269,672,1600851,OURTZARH                      ,1,,-4.965852,34.535409
265,146,11600256,OUTAT EL HAJ                  ,1,,-3.704002,33.344253
15,810,11600197,RABAT 1ER BATAILLON DE GARDE  ,1,,-6.829591,34.004876
176,810,1600919,RABAT GUICH LOUDAYA           ,1,,-6.88662,33.9383499
31,810,1600902,RABAT AGDAL                   ,1,,-6.8451956,34.0006478
37,810,1600725,RABAT AKKARI                  ,1,,-6.8592547,34.0110005
118,810,1600355,RABAT MADINAT AL IRFANE       ,1,,-6.8664471,33.9810031
33,810,1600736,RABAT CHELLAH                 ,1,,-6.828365,34.0107948
14,810,1600912,RABAT CISS FAR                ,1,,-6.828994,34.007011
157,810,1600480,RABAT AL MANZAH               ,1,,-6.8960895,33.9719614
8,810,1600813,RABAT ETAT MAJOR              ,1,,-6.830535,34.011155
145,810,1600716,RABAT ENNAHDA                 ,1,,-6.8180493,33.9772197
166,810,1600734,RABAT ANNAKHIL                ,1,,-6.864595,33.954417
1014,810,1600842,RABAT FAL OULED OUMEIR,1,,-6.849705,33.999317
9,810,1600804,RABAT GARDE ROYALE            ,1,,-6.837034,34.009599
32,810,1600905,RABAT GARE                    ,1,,-6.8357867,34.016485
11,810,1600837,RABAT HOPITAL MED V           ,1,,-6.8717283,33.9690452
149,810,1600719,RABAT HAY EL KHEIR            ,1,,-6.8743542,33.9974557
123,810,1600151,RABAT AL-INBIAT               ,1,,-6.810644,33.992321
186,810,1600397,RABAT KAMRA                   ,1,,-6.8738687,33.9909689
142,810,11600180,RABAT AL MASSIRA              ,1,,-6.8869727,33.9770429
34,819,1600735,RABAT MECHOUAR                ,1,,-6.8317983,34.0052895
34,819,1600165,RABAT MECHOUAR                ,1,,-6.8317983,34.0052895
34,819,11600189,RABAT MECHOUAR                ,1,,-6.8317983,34.0052895
2,810,1600431,RABAT RP                      ,1,,-6.8372217,34.01961
143,810,1600602,RABAT NATIONS UNIES           ,1,,-6.8456827,33.9939411
146,810,1600639,RABAT OCEAN                   ,1,,-6.8454185,34.0238071
26,810,11600273,RABAT PLACE D'ARMES           ,1,,-6.853323,34.007624
2,810,11600032,RABAT RP                      ,1,,-6.8372217,34.01961
2,810,11600034,RABAT RP                      ,1,,-6.8372217,34.01961
135,810,1600724,RABAT RYAD                    ,1,,-6.8604926,33.9634694
112,810,1600722,RABAT SOUISSI                 ,1,,-6.8266672,33.9835942
36,810,1600453,RABAT TOUR HASSAN             ,1,,-6.827751,34.021189
36,810,11600301,RABAT TOUR HASSAN             ,1,,-6.827751,34.021189
36,810,1600495,RABAT TOUR HASSAN             ,1,,-6.827751,34.021189
36,810,11600302,RABAT TOUR HASSAN             ,1,,-6.827751,34.021189
35,810,1600360,RABAT YAACOUB EL MANSOUR      ,1,,-6.8693707,34.0016096
270,671,1600402,RHAFSAI                       ,1,,-4.9142897,34.6314997
422,518,1600291,RAS EL MA                     ,1,,-2.42373,35.138183
45,281,11600385,RIBT EL KHAIR                 ,1,,-4.407359,33.814511
222,231,11600413,RICH                          ,1,,-4.503558,32.25912
168,235,1600513,RISSANI                       ,1,,-4.269374,31.283218
168,235,11600160,RISSANI                       ,1,,-4.269374,31.283218
338,368,1600280,ROMMANI                       ,1,,-6.6047681,33.5272422
31,810,1600910,RABAT AGDAL                   ,1,,-6.8451956,34.0006478
3,810,1600911,RABAT BAB LAALOU              ,1,,-6.840926,34.027975
394,579,11600136,SAIDIA                        ,1,,-2.226403,35.08594
924,590,1600362,SAFI SIDI ABDELKRIM           ,1,,-9.2343977,32.3070072
901,590,1600525,SAFI AL MASSIRA               ,1,,-9.225643,32.2833935
930,590,1600371,SAFI AZIB DRAI                ,1,,-9.219847,32.292944
900,590,1600441,SAFI PPAL                     ,1,,-9.234803,32.294012
900,590,11600294,SAFI PPAL                     ,1,,-9.234803,32.294012
900,590,11600221,SAFI PPAL                     ,1,,-9.234803,32.294012
910,590,1600113,SAFI SIDI BOUDHAB             ,1,,-9.2432061,32.2970977
910,590,1600751,SAFI SIDI BOUDHAB             ,1,,-9.2432061,32.2970977
913,590,1600372,SAFI SIDI OUASSEL             ,1,,-9.250094,32.2568418
936,190,11600405,SAHRIJ                        ,1,,-7.149729,31.803303
395,579,1600493,SAIDIA MARINA                 ,1,,-2.293525,35.10936
1026,815,11600214,SALA EL JADIDA BOUREGREG,1,,-6.729543,33.995091
148,815,11600424,SALA AL JADIDA                ,1,,-6.744174,33.99865
148,815,1600922,SALA AL JADIDA                ,1,,-6.744174,33.99865
28,815,11600181,SALE MOHAMMADI                ,1,,-6.7839101,34.0467324
151,815,1600335,SALE BAB CHAFAA               ,1,,-6.8274102,34.0419985
139,815,1600315,SALE BETTANA                  ,1,,-6.8088466,34.0296335
967,815,1600626,SALE DAR HAMRA,1,,-6.7806352,34.0634723
28,815,1600675,SALE MOHAMMADI                ,1,,-6.7839101,34.0467324
230,815,1600449,SALE HAY EL AMAL              ,1,,-6.7923215,34.0685583
117,815,1600316,SALE HAY ESSALAM              ,1,,-6.7926742,34.0407127
183,815,1600388,SALE HAY KARIMA               ,1,,-6.7946014,34.0543327
182,815,1600789,SALE HSSAINE                  ,1,,-6.7636997,34.0181627
140,815,1600723,"SALE K,O,MOUSSA               ",1,,-6.767144,34.02095
150,815,11600264,SALE LâAYAYDA                 ,1,,-6.7727548,34.062028
229,810,11600215,KENITRA MAAMOURA              ,1,,-6.5489459,34.241608
17,815,11600070,SALE MEDINA                   ,1,,-6.8188647,34.0363797
137,815,1600338,SALE SIDI MOUSSA              ,1,,-6.8104425,34.0538572
24,815,11600211,SALE TABRIQUET                ,1,,-6.806945,34.045066
24,815,1600737,SALE TABRIQUET                ,1,,-6.806945,34.045066
395,579,1600863,SAIDIA MARINA                 ,1,,-2.293525,35.10936
110,276,11600416,SEBA ROUADI                   ,1,,-5.101164,34.033206
72,494,11600015,SEBAA AIOUN                   ,1,,-5.373669,33.903563
637,31,11600021,SEBT EL GUERDANE              ,1,,-9.018161,30.383135
909,593,1600872,SEBT GZOULA                   ,1,,-9.0865396,32.1073208
233,491,11600408,SEBT JEHJOUH                  ,1,,-5.670024,33.717868
830,95,11600431,SEBT OULED NEMMA              ,1,,-6.7012766,32.294479
272,281,1600619,SEFROU                        ,1,,-4.8389277,33.8260102
1042,281,11600337,SEFROU ESSALAM,1,,-4.833454,33.827840
274,281,1600596,SEFROU BAB MEKAM              ,1,,-4.836959,33.832031
424,512,11600053,SELOUANE                      ,1,,-2.942741,35.068043
965,610,1600761,SETTAT HAY MIMOUNA,1,,-7.6276714,33.0049375
876,610,1600287,SETTAT EL FARAH               ,1,,-7.6268452,33.008533
866,610,1600587,SETTAT PRINCIPAL              ,1,,-7.620497,33.001954
866,610,1600588,SETTAT PRINCIPAL              ,1,,-7.620497,33.001954
879,610,11600254,SETTAT SAMIR                  ,1,,-7.6102102,33.0019379
429,507,1600341,SEGANGAN                      ,1,,-3.002411,35.154635
368,375,11600240,SIDI ABDERAZAK                ,1,,-6.1626,33.962438
923,590,1600342,SIDI AHMED                    ,1,,-8.495232,32.212649
831,90,1600433,SIDI AISSA BEN ALI            ,1,,-6.653021,32.342907
