Code guichet,empty,Code localité,id,Code commune,GUICHETS ,ENTREPRISES  TPE Nombre,ENTREPRISES  TPE Montant,ENTREPRISES PME Nombre,ENTREPRISES PME Montant,ENTREPRISES  GE  (*) Nombre,ENTREPRISES  GE  (*) Montant,ENTREPRISES Entrepreneurs individuels Nombre,ENTREPRISES  Entrepreneurs individuels Montant,ENTREPRISES  Total Nombre,ENTREPRISES  Total Montant,PARTICULIERS Nombre,PARTICULIERS Montant,Code GPS X,Code GPS X2
0262,,715,,ZERARDA                       ,,,,,,,,,,, 51   ," 1,424   ",-4.376646,33.975985,
0263,,144,,MISSOUR                       ,,,,,,,,,,, 314   ," 8,020   ",-3.9889357,33.0471446,
0264,,144,,MISSOUR FAR                   ,,,,,,,,,,, -     , -     ,-4.018099,33.065453,
0265,,146,,OUTAT EL HAJ                  ,,,,,,,,,,, 370   ," 7,854   ",-3.704002,33.344253,
0266,,145,,KSABI                         ,,,,,,,,,,, 3   , 210   ,-4.398689,32.830017,
0267,,140,,TINDIT                        ,,,,,,,,,,, 2   , 19   ,-3.622272,33.663659,
0268,,147,,OULED ALI                     ,,,,,,,,,,, -     , -     ,-3.96939,33.461397,
0269,,672,,OURTZARH                      ,,,,,,,,,,, 23   , 529   ,-4.965852,34.535409,
0270,,671,,RHAFSAI                       ,,,,,,,,,,, 81   ," 1,795   ",-4.9142897,34.6314997,
0271,,660,,RETBA                         ,,,,,,,,,,, -     , -     ,-4.937362,34.777641,
0272,,281,,SEFROU                        ,,,,,,,,,,, 485   ," 45,730   ",-4.8389277,33.8260102,
0273,,281,,SEFROU SLAOUI                 ,,,,,,,,,,, -     , -     ,-4.831345,33.829909,
0274,,281,,SEFROU BAB MEKAM              ,,,,,,,,,,, 70   ," 8,816   ",-4.836959,33.832031,
0275,,286,,BHALIL                        ,,,,,,,,,,, 32   ," 1,518   ",-4.871197,33.85605,
0276,,140,,SKOURA SEGHROUCHEN            ,,,,,,,,,,, 17   , 443   ,-4.544941,33.518962,
0277,,281,,TAZOUTA                       ,,,,,,,,,,, 3   , 41   ,-4.634484,33.667952,
0278,,281,,AZZABA                        ,,,,,,,,,,, 1   , 39   ,-4.701971,33.827438,
0279,,660,,KHLALFA                       ,,,,,,,,,,, 1   , 18   ,-4.62724,34.672694,
0280,,663,,BOUHOUDA                      ,,,,,,,,,,, 5   , 222   ,-4.55493,34.5910225,
0281,,660,,TAOUNATE ASTAR                ,,,,,,,,,,, 17   , 565   ,-4.648767,34.549348,
0282,,660,,TAOUNATE PPAL                 ,,,,,,,,,,, 288   ," 10,090   ",-4.6383334,34.5373537,
0283,,664,,TAHAR SOUK                    ,,,,,,,,,,, -     , -     ,-4.276232,34.653955,
0284,,677,,AIN AICHA                     ,,,,,,,,,,, 31   , 871   ,-4.689169,34.46145,
0285,,662,,BNI OULID                     ,,,,,,,,,,, 1   , 122   ,-4.447599,34.590049,
0286,,660,,BNI KORRA                     ,,,,,,,,,,, 14   , 535   ,-4.579649,34.570099,
0287,,661,,AIN MEDIOUNA                  ,,,,,,,,,,, 4   , 14   ,-4.550644,34.49523,
0288,,281,,OULAD MKOUDOU                 ,,,,,,,,,,, 2   , 2   ,-4.50267,33.809482,
0289,,678,,BOUAROUS                      ,,,,,,,,,,, 1   , 77   ,-4.81081,34.366478,
0290,,690,,TAZA PRINCIPAL                ,,,,,,,,,,, 550   ," 21,812   ",-4.0073705,34.2219948,
0291,,690,,TAZA BIT GHOULAM              ,,,,,,,,,,, 7   , 323   ,-4.0025023,34.2242425,
0292,,696,,AKNOUL                        ,,,,,,,,,,, 3   , 102   ,-3.865407,34.654771,
0293,,690,,TAZA FAR                      ,,,,,,,,,,, -     , -     ,-4.00703,34.219059,
0294,,697,,AJDIR                         ,,,,,,,,,,, -     , -     ,-3.973875,34.743199,
0295,,698,,BOURED                        ,,,,,,,,,,, -     , -     ,-4.093823,34.731354,
0296,,690,,TAZA HAUT                     ,,,,,,,,,,, 185   ," 7,205   ",-4.0143375,34.2088853,
0297,,716,,TAINESTE                      ,,,,,,,,,,, 2   , 15   ,-4.132268,34.55522,
0298,,701,,TIZI OUZLI                    ,,,,,,,,,,, 1   , 10   ,-3.794304,34.7625,
0299,,690,,HAD MSILA                     ,,,,,,,,,,, -     , -     ,-4.176234,34.425291,
0300,,695,,OUED AMLIL                    ,,,,,,,,,,, 66   ," 3,158   ",-4.270063,34.190914,
0301,,718,,KAHF EL RHAR                  ,,,,,,,,,,, 5   , 705   ,-4.25952,34.508289,
0302,,694,,MEKNASSA ACHARQIA             ,,,,,,,,,,, 1   , 38   ,-3.921497,34.35107,
0303,,713,,MERHRAOUA                     ,,,,,,,,,,, 1   , 1   ,-4.045898,33.931239,
0304,,717,,BAB EL MROUJ                  ,,,,,,,,,,, -     , -     ,-4.043768,34.415568,
0305,,690,,ARBA BENI FTAH                ,,,,,,,,,,, -     , -     ,-4.0387791,34.4971357,
0306,,693,,BENI LENT                     ,,,,,,,,,,, -     , -     ,-4.206219,34.325839,
0307,,692,,SEBT BNI FRASSEN              ,,,,,,,,,,, -     , -     ,-4.37564,34.378871,
0308,,690,,HAD OULAD ZBAIR               ,,,,,,,,,,, 9   , 168   ,-4.3211,34.288894,
0309,,691,,BAB MERZOUKA                  ,,,,,,,,,,, 5   , 56   ,-4.14404,34.210862,
0310,,690,,TAZA GARE                     ,,,,,,,,,,, 231   ," 8,989   ",-4.0099025,34.2306316,
0311,,360,,KHEMISSET PPL                 ,,,,,,,,,,, 608   ," 28,021   ",-6.065309,33.824435,
0312,,360,,KHEMISSET FATH                ,,,,,,,,,,, 149   ," 6,292   ",-6.076169,33.8329218,
0313,,360,,KHEMISSET ESSAADA             ,,,,,,,,,,, 1   , 18   ,-6.0665024,33.8139637,
0314,,360,,KHEMISSET SIDI GHRIB          ,,,,,,,,,,, -     , -     ,-6.069732,33.834312,
0315,,360,,KHEMISSET AZHAR               ,,,,,,,,,,, 511   ," 28,693   ",-6.0717776,33.8249986,
0316,,360,,SFASSIF                       ,,,,,,,,,,, 7   , 263   ,-5.804303,33.894063,
0317,,363,,KHEMIS AIT YADDINE            ,,,,,,,,,,, 32   , 549   ,-6.0138291,33.9753024,
0318,,360,,SIDI ALLAL LEMSEDDER          ,,,,,,,,,,, -     , -     ,-6.150801,33.872257,
0319,,731,,KSAR EL KEBIR PPAL            ,,,,,,,,,,, 302   ," 8,680   ",-5.9074635,34.9979028,
0320,,733,,TATOUFET                      ,,,,,,,,,,, 1   , 8   ,-5.766704,35.034413,
0321,,731,,KSAR EL KEBIR HAY ESSALAM     ,,,,,,,,,,, 85   ," 2,591   ",-5.9009993,34.9984114,
0322,,735,,LARAHE EL OUAFA               ,,,,,,,,,,, 40   ," 1,503   ",-6.1466789,35.177246,
0323,,735,,LARACHE                       ,,,,,,,,,,, 349   ," 12,979   ",-6.1506365,35.1956598,
0324,,643,,ASILAH                        ,,,,,,,,,,, 156   ," 8,127   ",-6.030668,35.4680713,
0325,,735,,TLATA RISSANA                 ,,,,,,,,,,, 5   , 180   ,-5.947461,35.220323,
0326,,645,,HAD RHARBIA                   ,,,,,,,,,,, 23   , 634   ,-5.931212,35.515688,
0327,,732,,AL AOUAMRA                    ,,,,,,,,,,, 12   , 388   ,-6.090803,35.068057,
0328,,737,,SEBT BNI GARFET               ,,,,,,,,,,, -     , -     ,-5.8366182,35.2556795,
0329,,738,,KHEMIS SAHEL                  ,,,,,,,,,,, 11   , 790   ,-6.0799644,35.2551079,
0330,,646,,TNINE SIDI YAMANI             ,,,,,,,,,,, -     , -     ,-5.972692,35.36953,
0331,,644,,DAR CHAOUI                    ,,,,,,,,,,, 1   , 8   ,-5.717925,35.530528,
0332,,341,,OUEZZANE                      ,,,,,,,,,,, 625   ," 39,992   ",-5.578088,34.79742,
0333,,341,,OUEZZANE ROUIDA               ,,,,,,,,,,, 19   ," 1,720   ",-5.5756259,34.793506,
0334,,341,,OUEZZANE RMEL                 ,,,,,,,,,,, 55   ," 2,354   ",-5.5844477,34.798213,
0335,,345,,TEROUAL                       ,,,,,,,,,,, 2   , 57   ,-5.272764,34.675416,
0336,,344,,SIDI REDOUANE                 ,,,,,,,,,,, 26   , 516   ,-5.448511,34.685289,
0337,,346,,AIN DORIJ                     ,,,,,,,,,,, 1   , 0   ,-5.289788,34.613528,
0338,,368,,ROMMANI                       ,,,,,,,,,,, 100   ," 5,095   ",-6.6047681,33.5272422,
0339,,372,,SIDI BETTACHE                 ,,,,,,,,,,, 10   , 689   ,-6.894948,33.567748,
0340,,373,,ZHILIGA                       ,,,,,,,,,,, -     , -     ,-6.544359,33.295212,
0341,,369,,HAD BRACHOUA                  ,,,,,,,,,,, 2   , 77   ,-6.631982,33.693946,
0342,,360,,AIN SBIT                      ,,,,,,,,,,, -     , -     ,-6.520171,33.556318,
0343,,346,,SIDI KACEM                    ,,,,,,,,,,, 360   ," 27,343   ",-5.708929,34.2240607,
0344,,346,,SIDI KACEM CHLIHAT            ,,,,,,,,,,, -     , -     ,-5.735604,34.238839,
0345,,335,,KHENICHET                     ,,,,,,,,,,, 93   , 607   ,-5.685366,34.43896,
0346,,346,,SIDI KACEM ZAOUIA             ,,,,,,,,,,, 6   , 396   ,-5.711067,34.204923,
0347,,349,,SIDI SLIMANE                  ,,,,,,,,,,, 248   ," 10,848   ",-5.9253592,34.2621976,
0348,,349,,SIDI SLIMANE HAY AL MASJID    ,,,,,,,,,,, -     , -     ,-5.929409,34.258901,
0349,,349,,SIDI SLIMANE OULAD EL GHAZI   ,,,,,,,,,,, 4   , 175   ,-5.922808,34.259429,
0350,,349,,SIDI SLIMANE 5EME BAFRA       ,,,,,,,,,,, 11   , 108   ,-6.0572326,34.2349026,
0351,,352,,DAR BEL AMRI                  ,,,,,,,,,,, 4   , 59   ,-5.969398,34.188622,
0352,,353,,SOUK LARBAA HAY ESSALAM       ,,,,,,,,,,, 13   , 261   ,-5.992237,34.67587,
0353,,331,,MLY BOUSSELHAM                ,,,,,,,,,,, 24   , 528   ,-6.281476,34.878789,
0354,,353,,SOUK LARBâA DU GHARB          ,,,,,,,,,,, 117   ," 3,596   ",-6.0040739,34.6850835,
0355,,354,,ARBAOUA                       ,,,,,,,,,,, 10   , 226   ,-5.924284,34.91018,
0356,,333,,HAD KOURT                     ,,,,,,,,,,, 25   , 875   ,-5.734136,34.616957,
0357,,336,,MECHRâA BELKSIRI              ,,,,,,,,,,, 127   ," 4,441   ",-5.9540815,34.576848,
0358,,356,,LALLA MIMOUNA                 ,,,,,,,,,,, 1   , 19   ,-6.070223,34.847771,
0359,,851,,JORF EL MELHA                 ,,,,,,,,,,, 80   ," 3,491   ",-5.5085103,34.4876652,
0360,,359,,SOUK TLETA EL GHARB           ,,,,,,,,,,, -     , -     ,-6.136237,34.618903,
0361,,343,,SIDI BOUSBER                  ,,,,,,,,,,, 3   , 3   ,-5.361151,34.564056,
0362,,334,,AIN DEFFALI                   ,,,,,,,,,,, -     , -     ,-5.552409,34.595684,
0363,,360,,SEBT AIT IKKOU                ,,,,,,,,,,, -     , -     ,-6.136423,33.67041,
0364,,374,,TIFLET MEDINA                 ,,,,,,,,,,, 421   ," 13,706   ",-6.3116509,33.8933443,
0365,,365,,OULMES                        ,,,,,,,,,,, 63   ," 2,676   ",-6.006354,33.422269,
0366,,367,,TIDDAS                        ,,,,,,,,,,, 64   ," 1,289   ",-6.267491,33.568088,
0367,,366,,MAAZIZ                        ,,,,,,,,,,, 136   ," 2,638   ",-6.319043,33.667483,
0368,,375,,SIDI ABDERAZAK                ,,,,,,,,,,, 19   , 468   ,-6.1626,33.962438,
0369,,376,,SIDI ALLAL EL BAHRAOUI        ,,,,,,,,,,, 106   ," 4,710   ",-6.5331665,34.0108348,
0370,,374,,TIFLET PPAL                   ,,,,,,,,,,, 386   ," 14,062   ",-6.3239166,33.8933598,
0371,,640,,TANGER 20 AOUT                ,,,,,,,,,,, 101   ," 5,750   ",-5.8210856,35.7701761,
0372,,647,,KSAR SGHIR                    ,,,,,,,,,,, 143   ," 5,155   ",-5.557934,35.840595,
0373,,640,,TANGER PPAL                   ,,,,,,,,,,, 958   ," 67,403   ",-5.806961,35.778219,
0374,,640,,TANGER AL IRFANE              ,,,,,,,,,,, 188   ," 8,859   ",-5.881784,35.7326049,
0375,,640,,TANGER EL OUAFAE              ,,,,,,,,,,, 90   ," 2,969   ",-5.8466042,35.7496905,
0376,,640,,TANGER BNI MAKADA             ,,,,,,,,,,, 7   , 773   ,-5.8127761,35.760539,
0383,,640,,TANGER SOUANI                 ,,,,,,,,,,, 349   ," 20,416   ",-5.8155281,35.7677952,
0384,,640,,TANGER DRISSIA                ,,,,,,,,,,, 506   ," 19,161   ",-5.802032,35.760034,
0385,,640,,TANGER MSALLAH                ,,,,,,,,,,, 308   ," 15,039   ",-5.8152652,35.7809478,
0386,,649,,MELLOUSSA                     ,,,,,,,,,,, 17   , 545   ,-5.632038,35.735995,
0387,,640,,TANGER DRADEB                 ,,,,,,,,,,, 110   ," 3,964   ",-5.8290035,35.7856368,
0388,,640,,TANGER VAL FLEURI             ,,,,,,,,,,, 45   ," 2,381   ",-5.8311921,35.7776272,
0389,,640,,TANGER AL MAJD                ,,,,,,,,,,, 156   ," 6,096   ",-5.7977665,35.7455849,
0390,,648,,GZENAYA                       ,,,,,,,,,,, 192   ," 6,946   ",-5.90594,35.707438,
0391,,575,,BERKANE PPAL                  ,,,,,,,,,,, 254   ," 11,477   ",-2.3314311,34.9271874,
0392,,575,,BERKANE BOUHDILA              ,,,,,,,,,,, 17   ," 1,905   ",-2.338876,34.928511,
0393,,575,,BERKANE EL GRABA              ,,,,,,,,,,, 2   , 164   ,-2.323415,34.920282,
0394,,579,,SAIDIA                        ,,,,,,,,,,, 259   ," 2,745   ",-2.226403,35.08594,
0395,,579,,SAIDIA MARINA                 ,,,,,,,,,,, 12   , 142   ,-2.293525,35.10936,
0396,,581,,TAFOGHALT                     ,,,,,,,,,,, 3   , 255   ,-2.40989,34.809569,
0397,,577,,AKLIM                         ,,,,,,,,,,, 7   , 262   ,-2.518409,34.891209,
0398,,580,,MADAGH                        ,,,,,,,,,,, 5   , 111   ,-2.338908,35.010212,
0399,,575,,SIDI BOUHOURIA                ,,,,,,,,,,, -     , -     ,-2.360322,34.738447,
0400,,582,,HASSI BLAL                    ,,,,,,,,,,, 1   , 1   ,-2.206187,34.308108,
0401,,575,,AIN REGADA                    ,,,,,,,,,,, 1   , 9   ,-2.2329391,34.9341436,
0402,,570,,OUJDA ER-RIAD                 ,,,,,,,,,,, 308   ," 10,901   ",-1.9036228,34.6800348,
0403,,572,,SIDI YAHIA DOUJDA             ,,,,,,,,,,, 69   ," 5,283   ",-1.867633,34.667325,
0404,,312,,BOUARFA                       ,,,,,,,,,,, 383   ," 12,331   ",-1.958584,32.537341,
0405,,312,,BOUARFA HAY TOBA              ,,,,,,,,,,, -     , -     ,-1.964182,32.534015,
0406,,313,,TENDRARA                      ,,,,,,,,,,, 521   ," 6,639   ",-2.0029852,33.0521649,
0407,,316,,BOUANANE                      ,,,,,,,,,,, 119   ," 1,981   ",-3.049234,32.037996,
0408,,310,,AIN CHOUATER                  ,,,,,,,,,,, -     , -     ,-2.963755,31.848321,
0409,,570,,NAIMA                         ,,,,,,,,,,, 10   , 423   ,-2.2190238,34.605387,
0410,,570,,OUJDA OUED ENNACHEF           ,,,,,,,,,,, 319   ," 9,024   ",-1.9281408,34.674988,
0411,,570,,OUJDA TAKKADOUM               ,,,,,,,,,,, 129   ," 5,379   ",-1.916795,34.697204,
0412,,570,,EL BESSARA                    ,,,,,,,,,,, -     , -     ,-2.244703,34.710192,
0413,,575,,BERKANE EL OUIDADIYA          ,,,,,,,,,,, 26   ," 1,096   ",-2.3154867,34.9163452,
0414,,570,,OUJDA ISLY                    ,,,,,,,,,,, 80   ," 8,626   ",-1.9190643,34.688642,
0415,,310,,FIGUIG                        ,,,,,,,,,,, 81   ," 2,391   ",-1.2287388,32.1098006,
0416,,310,,FIGUIG ZENAGA                 ,,,,,,,,,,, -     , -     ,-1.2355838,32.098145,
0417,,310,,FIGUIG HAUTS KSOURS           ,,,,,,,,,,, -     , -     ,-1.2184444,32.120068,
0418,,570,,OUJDA ESSAADA                 ,,,,,,,,,,, 86   ," 2,538   ",-1.887213,34.6784853,
0419,,570,,OUJDA NAHDA                   ,,,,,,,,,,, 85   ," 2,634   ",-1.93869,34.6817023,
0420,,500,,NADOR OULAD MIMOUNE           ,,,,,,,,,,, 190   ," 5,905   ",-2.935952,35.167915,
0421,,521,,HASSI BERKANE                 ,,,,,,,,,,, -     , -     ,-2.87672,34.838633,
0422,,518,,RAS EL MA                     ,,,,,,,,,,, 67   ," 1,279   ",-2.42373,35.138183,
0423,,520,,KARIAT ARKMANE                ,,,,,,,,,,, 10   , 147   ,-2.740228,35.103038,
0424,,512,,SELOUANE                      ,,,,,,,,,,, 44   ," 1,279   ",-2.942741,35.068043,
0425,,500,,TLETA JBEL                    ,,,,,,,,,,, 1   , 70   ,-3.047635,35.183689,
0426,,500,,NADOR                         ,,,,,,,,,,, 675   ," 14,700   ",-2.9251179,35.1761234,
0427,,500,,NADOR FAR                     ,,,,,,,,,,, -     , -     ,-2.9255605,35.1298946,
0428,,519,,ZAIO                          ,,,,,,,,,,, 49   ," 1,291   ",-2.7340964,34.9416496,
0429,,507,,SEGANGAN                      ,,,,,,,,,,, 41   ," 1,189   ",-3.002411,35.154635,
0430,,528,,TAFERSITE                     ,,,,,,,,,,, 2   , 270   ,-3.54125,35.007099,
0431,,523,,BEN TIB                       ,,,,,,,,,,, 4   , 91   ,-3.452545,35.045194,
0432,,501,,DRIOUCH                       ,,,,,,,,,,, 15   , 483   ,-3.39207,34.979624,
0433,,503,,DAR KEBDANI                   ,,,,,,,,,,, 4   , 136   ,-3.335367,35.118612,
0434,,524,,MIDAR                         ,,,,,,,,,,, 25   ," 1,463   ",-3.533847,34.943517,
0435,,515,,MONTE ARRUI                   ,,,,,,,,,,, 50   ," 1,583   ",-3.000138,35.01122,
0436,,515,,MONTE ARUI AL MASSIRA         ,,,,,,,,,,, -     , -     ,-3.006416,35.01118,
0437,,511,,BENI ENZAR                    ,,,,,,,,,,, 388   ," 9,901   ",-2.9328494,35.2668512,
0438,,585,,TAOURIRT                      ,,,,,,,,,,, 521   ," 11,847   ",-2.8944415,34.4151967,
0439,,585,,TAOURIRT HAY ES SOUK          ,,,,,,,,,,, -     , -     ,-2.8926981,34.4090053,
0440,,585,,TAOURIRT  FAR                 ,,,,,,,,,,, -     , -     ,-2.892423,34.399049,
0441,,585,,TAOURIRT NAHDA                ,,,,,,,,,,, 5   , 242   ,-2.8935671,34.3951271,
0442,,586,,DEBDOU                        ,,,,,,,,,,, 9   , 22   ,-3.040861,33.984148,
0443,,527,,BOUDINAR                      ,,,,,,,,,,, 4   , 54   ,-3.631834,35.156054,
0444,,500,,MHAJER                        ,,,,,,,,,,, -     , -     ,-3.49093,35.118486,
0445,,500,,TIZTOUTINE                    ,,,,,,,,,,, 1   , 15   ,-3.155994,34.971201,
0446,,502,,AIN ZORAH                     ,,,,,,,,,,, -     , -     ,-3.534615,34.652497,
0447,,525,,KHEMIS TEMSAMANE              ,,,,,,,,,,, -     , -     ,-3.639822,35.120661,
0448,,508,,HAD BNI CHIKER                ,,,,,,,,,,, 2   , 532   ,-3.014454,35.276436,
0449,,720,,ASMATEN                       ,,,,,,,,,,, 1   , 169   ,-5.357139,35.31875,
0450,,720,,TETOUAN ZONE INDUSTRIELLE     ,,,,,,,,,,, 1   , 104   ,-5.3091323,35.6063269,
0451,,720,,TETOUAN PPAL                  ,,,,,,,,,,, 473   ," 22,047   ",-5.3739802,35.5705832,
0452,,727,,TETOUAN CABO NEGRO            ,,,,,,,,,,, -     , -     ,-5.284869,35.666741,
0453,,720,,TETOUAN TOUILAA               ,,,,,,,,,,, 24   ," 1,816   ",-5.3568864,35.580974,
0454,,726,,FNIDEQ                        ,,,,,,,,,,, 341   ," 8,185   ",-5.3551457,35.847624,
0455,,727,,MARTIL                        ,,,,,,,,,,, 170   ," 9,387   ",-5.2778605,35.616652,
0456,,728,,MDIQ                          ,,,,,,,,,,, 93   ," 3,778   ",-5.3228036,35.6848275,
0457,,729,,OUED LAOU                     ,,,,,,,,,,, 32   ," 1,137   ",-5.090564,35.448207,
0458,,720,,TETOUAN MHANECH               ,,,,,,,,,,, 68   ," 3,379   ",-5.3631843,35.5646903,
0459,,720,,TETOUAN MY EL HASSAN          ,,,,,,,,,,, 180   ," 10,776   ",-5.354582,35.572421,
0460,,720,,TETOUAN SIDI TALHA            ,,,,,,,,,,, 115   ," 3,897   ",-5.3811872,35.5748102,
0461,,720,,TETOUAN TOUABEL               ,,,,,,,,,,, 102   ," 4,699   ",-5.3456681,35.5812282,
0462,,722,,BNI KARRICH FOUKI             ,,,,,,,,,,, 5   , 238   ,-5.422949,35.50742,
0463,,50,,AL HOCEIMA PRINCIPAL          ,,,,,,,,,,, 594   ," 13,180   ",-3.9317241,35.2435468,
0464,,61,,TARGUIST                      ,,,,,,,,,,, 49   ," 3,738   ",-4.315031,34.93579,
0465,,57,,IMZOUREN                      ,,,,,,,,,,, 125   ," 4,130   ",-3.850459,35.146771,
0466,,56,,BNI HADIFA                    ,,,,,,,,,,, 1   , 3   ,-4.142092,35.0221,
0467,,50,,TORRES DE ALCALA              ,,,,,,,,,,, -     , -     ,-4.324853,35.156429,
0468,,55,,BENI BOUAYACH                 ,,,,,,,,,,, 13   , 373   ,-3.841012,35.101048,
0469,,50,,IMRABTEN                      ,,,,,,,,,,, -     , -     ,-3.961566,35.072888,
0470,,59,,ISSAGUEN                      ,,,,,,,,,,, 2   , 115   ,-4.570305,34.917828,
0471,,62,,BNI AMMART                    ,,,,,,,,,,, -     , -     ,-4.159339,34.812037,
0472,,54,,ARBAA TAOURIRT                ,,,,,,,,,,, -     , -     ,-3.835926,34.931498,
0473,,150,,CHEFCHAOUEN                   ,,,,,,,,,,, 139   ," 7,268   ",-5.2655813,35.1680529,
0474,,151,,BAB BERRET                    ,,,,,,,,,,, 9   , 495   ,-4.890375,34.996366,
0475,,167,,ZOUMI                         ,,,,,,,,,,, 64   , 918   ,-5.344816,34.797092,
0476,,51,,BNI BOUFRAH                   ,,,,,,,,,,, -     , -     ,-4.311034,35.100565,
0477,,50,,ROUADI                        ,,,,,,,,,,, -     , -     ,-4.136017,35.140932,
0478,,50,,AL HOCEIMA SIDI ABID          ,,,,,,,,,,, 105   ," 2,857   ",-3.9363108,35.2497437,
0479,,50,,AIT YOUSSEF OU ALI            ,,,,,,,,,,, 1   , 79   ,-3.915947,35.193551,
0480,,152,,BNI AHMED                     ,,,,,,,,,,, 15   , 618   ,-5.078312,34.847049,
0481,,153,,JEBHA                         ,,,,,,,,,,, 31   ," 1,396   ",-4.66635,35.204706,
0482,,50,,SENADA                        ,,,,,,,,,,, -     , -     ,-4.214292,35.08108,
0483,,165,,MOKRISSET                     ,,,,,,,,,,, 7   , 81   ,-5.351515,34.92254,
0484,,156,,BAB TAZA                      ,,,,,,,,,,, 30   ," 1,600   ",-5.195256,35.061545,
0485,,150,,STEHA                         ,,,,,,,,,,, 6   , 121   ,-4.955215,35.345246,
0486,,720,,TETOUAN TABOULA               ,,,,,,,,,,, 28   ," 1,256   ",-5.4000539,35.5681375,
0487,,570,,OUJDA EL AOUINA               ,,,,,,,,,,, 16   ," 1,637   ",-1.888425,34.691786,
0488,,570,,OUJDA HABOUS                  ,,,,,,,,,,, 21   ," 1,782   ",-1.8942672,34.6711343,
0489,,570,,OUJDAI ALAZARET               ,,,,,,,,,,, 30   , 898   ,-1.8714899,34.6914242,
0490,,570,,OUJDA LAMHARCHI               ,,,,,,,,,,, 50   ," 1,646   ",-1.9430673,34.691208,
0491,,570,,OUJDA EL AMAL                 ,,,,,,,,,,, 18   , 321   ,-1.9071056,34.6837998,
0492,,570,,OUJDA JAWHARA                 ,,,,,,,,,,, 11   , 174   ,-1.9293197,34.6690376,
0493,,570,,OUJDA UNIVERSITE              ,,,,,,,,,,, 109   ," 5,812   ",-1.8967295,34.6530062,
0494,,500,,NADOR BNDE                    ,,,,,,,,,,, 224   ," 6,231   ",-2.9253432,35.1731747,
0495,,780,,CASABLANCA PRINCIPAL          ,,,,,,,,,,, 461   ," 40,863   ",-7.619046,33.592695,
0496,,780,,CASA BACHKOU                  ,,,,,,,,,,, 47   ," 2,572   ",-7.627379,33.5573374,
0497,,780,,CASABLANCA ENNASSIM           ,,,,,,,,,,, 66   ," 4,290   ",-7.657811,33.519288,
0498,,780,,CASABLANCA BOULEVARD 10 MARS  ,,,,,,,,,,, 143   ," 7,515   ",-7.565329,33.561631,
0499,,780,,CASA AIN SBAA AL HADIKA       ,,,,,,,,,,, 108   ," 5,677   ",-7.5319467,33.6031976,
0500,,780,,CASA EMILE ZOLA               ,,,,,,,,,,, 88   ," 3,720   ",-7.593441,33.595658,
0501,,780,,CASA AEROPORT MOHAMED V       ,,,,,,,,,,, -     , -     ,-7.581317,33.37428,
0502,,780,,CASABLANCA TECHNOPARK         ,,,,,,,,,,, -     , -     ,-7.6396917,33.5432759,
0503,,780,,CASABLANCA BASE NAVALE        ,,,,,,,,,,, 73   ," 1,441   ",-7.61816,33.607078,
0504,,780,,CASABLANCA AEROPORT MOHAMED V ,,,,,,,,,,, -     , -     ,-7.581317,33.37428,
0505,,780,,CASABLANCA OASIS GARE         ,,,,,,,,,,, -     , -     ,-7.631612,33.554613,
0506,,780,,CASABLANCA AIN SEBAA          ,,,,,,,,,,, 199   ," 14,576   ",-7.5393261,33.6045872,
0507,,796,,AIN HARROUDA                  ,,,,,,,,,,, 356   ," 19,167   ",-7.4497162,33.6366898,
0508,,787,,MOHAMMEDIA PRINCIPAL          ,,,,,,,,,,, 186   ," 11,263   ",-7.3963899,33.7060582,
0509,,787,,MOHAMMADIA GARE               ,,,,,,,,,,, 191   ," 9,440   ",-7.3874876,33.6965165,
0510,,787,,MOHAMMEDIA ALIA               ,,,,,,,,,,, 303   ," 19,512   ",-7.3908216,33.6868979,
0511,,780,,CASABLANCA HAY HASSANI        ,,,,,,,,,,, 285   ," 18,626   ",-7.6720848,33.5734179,
0512,,780,,CASABLANCA SIDI AL KHADIR     ,,,,,,,,,,, 167   ," 12,558   ",-7.6864949,33.568403,
0513,,792,,DAR BOUAZZA                   ,,,,,,,,,,, 127   ," 8,354   ",-7.817722,33.515659,
0514,,791,,BOUSKOURA                     ,,,,,,,,,,, 117   ," 6,749   ",-7.650299,33.45643,
0515,,797,,TIT MELLIL                    ,,,,,,,,,,, 123   ," 9,230   ",-7.483618,33.5556364,
0516,,780,,CASABLANCA SIDI MAAROUF       ,,,,,,,,,,, 91   ," 4,232   ",-7.6582325,33.5092924,
0517,,780,,CASABLANCA AIN CHOCK          ,,,,,,,,,,, 182   ," 11,442   ",-7.5965993,33.556079,
0518,,780,,CASA HAY RMILA                ,,,,,,,,,,, 6   , 454   ,-7.5992668,33.5570691,
0519,,780,,CASABLANCA BOURGOGNE          ,,,,,,,,,,, 126   ," 7,287   ",-7.6373502,33.5950868,
0520,,780,,CASABLANCA HAY MY RACHID      ,,,,,,,,,,, 117   ," 6,476   ",-7.558347,33.5734962,
0521,,780,,CASABLANCA BOURSE             ,,,,,,,,,,, 184   ," 14,194   ",-7.6132478,33.5945081,
0522,,780,,CASABLANCA AIN DIAB           ,,,,,,,,,,, 132   ," 9,858   ",-7.6764138,33.5922627,
0523,,780,,CASABLANCA DERB SIDNA         ,,,,,,,,,,, 224   ," 12,568   ",-7.604481,33.5766516,
0524,,780,,CASABLANCA EL FIDA            ,,,,,,,,,,, 234   ," 17,478   ",-7.604631,33.567386,
