Code guichet,empty,Code localité,id,Code commune,GUICHETS ,ENTREPRISES  TPE Nombre,ENTREPRISES  TPE Montant,ENTREPRISES PME Nombre,ENTREPRISES PME Montant,ENTREPRISES  GE  (*) Nombre,ENTREPRISES  GE  (*) Montant,ENTREPRISES Entrepreneurs individuels Nombre,ENTREPRISES  Entrepreneurs individuels Montant,ENTREPRISES  Total Nombre,ENTREPRISES  Total Montant,PARTICULIERS Nombre,PARTICULIERS Montant,Code GPS X,Code GPS X2
0020,,825,,TEMARA AL WIFAK               ,,,,,,,,,,, 58   ," 2,724   ",-6.93448,33.920192,
0021,,825,,TEMARA CAVALERIE              ,,,,,,,,,,, -     , -     ,-6.915110,33.925971,
0022,,826,,EL HARHOURA                   ,,,,,,,,,,, 67   ," 5,709   ",-6.958883,33.925958,
0023,,827,,AIN ATTIG                     ,,,,,,,,,,, 4   , 261   ,-6.950136,33.89835,
0024,,815,,SALE TABRIQUET                ,,,,,,,,,,, 685   ," 38,388   ",-6.806945,34.045066,
0025,,815,,SALE MAAMOURA                 ,,,,,,,,,,, 17   , 674   ,-6.734131,34.04225,
0026,,810,,RABAT PLACE D'ARMES           ,,,,,,,,,,, -     , -     ,-6.853323,34.007624,
0027,,815,,SALE 1ERE BAFRA               ,,,,,,,,,,, 80   ," 5,044   ",-6.77187,34.042134,
0028,,815,,SALE MOHAMMADI                ,,,,,,,,,,, 281   ," 17,830   ",-6.7839101,34.0467324,
0029,,815,,SALE 1 BATAILLON DU SERVICE DE,,,,,,,,,,, -     , -     ,-6.824892,34.034717,
0030,,815,,SALE MLY ISMAIL               ,,,,,,,,,,, 6   , 54   ,-6.7805949,34.0303515,
0031,,810,,RABAT AGDAL                   ,,,,,,,,,,, 224   ," 27,746   ",-6.8451956,34.0006478,
0032,,810,,RABAT GARE                    ,,,,,,,,,,, 42   ," 3,368   ",-6.8357867,34.016485,
0033,,810,,RABAT CHELLAH                 ,,,,,,,,,,, 327   ," 15,425   ",-6.828365,34.0107948,
0034,,819,,RABAT MECHOUAR                ,,,,,,,,,,, 163   ," 11,178   ",-6.8317983,34.0052895,
0035,,810,,RABAT YAACOUB EL MANSOUR      ,,,,,,,,,,, 122   ," 7,729   ",-6.8693707,34.0016096,
0036,,810,,RABAT TOUR HASSAN             ,,,,,,,,,,, 770   ," 115,366   ",-6.827751,34.021189,
0037,,810,,RABAT AKKARI                  ,,,,,,,,,,, 343   ," 18,030   ",-6.8592547,34.0110005,
0038,,270,,FES PRINCIPAL                 ,,,,,,,,,,," 1,073   "," 91,667   ",-4.998991,34.041105,
0039,,270,,FES AL FADILA                 ,,,,,,,,,,, 36   ," 1,204   ",-5.0449461,34.015068,
0040,,270,,FES GARE                      ,,,,,,,,,,, 11   ," 1,354   ",-5.005458,34.0470457,
0041,,270,,FES LES MERINDES              ,,,,,,,,,,, 79   ," 4,030   ",-4.9914784,34.0692759,
0042,,270,,FES LOUIZATE                  ,,,,,,,,,,, 53   ," 2,604   ",-4.9560625,34.0588771,
0043,,270,,FES NARJIS                    ,,,,,,,,,,, 105   ," 8,299   ",-4.9735934,34.0171045,
0044,,270,,FES FAR                       ,,,,,,,,,,, 42   ," 1,663   ",-4.981742,34.037724,
0045,,281,,RIBT EL KHAIR                 ,,,,,,,,,,, 214   ," 4,186   ",-4.407359,33.814511,
0046,,665,,KARIA BA MED                  ,,,,,,,,,,, 148   ," 4,450   ",-5.2091718,34.3663764,
0047,,675,,TISSA                         ,,,,,,,,,,, 46   ," 2,223   ",-4.6610088,34.2866561,
0048,,274,,SIDI HARAZEM                  ,,,,,,,,,,, 14   , 243   ,-4.881816,34.02932,
0049,,270,,FES BETHA                     ,,,,,,,,,,, 91   ," 6,540   ",-4.9822945,34.0609869,
0050,,270,,FES EL KARAOUIYINE            ,,,,,,,,,,, 89   ," 3,204   ",-4.9737543,34.0655076,
0051,,270,,FES FEKHARINE                 ,,,,,,,,,,, 119   ," 4,100   ",-4.9638207,34.0639756,
0052,,270,,FES JEDID                     ,,,,,,,,,,, 153   ," 12,307   ",-4.9899495,34.0545705,
0053,,270,,FES ATLAS                     ,,,,,,,,,,, 436   ," 26,587   ",-4.9942061,34.0322942,
0054,,270,,FES AL QODS                   ,,,,,,,,,,, 86   ," 5,589   ",-4.969941,34.018582,
0055,,480,,MEKNES PRINCIPAL              ,,,,,,,,,,," 1,238   "," 105,644   ",-5.5498848,33.897826,
0056,,480,,MEKNES KORTOBA                ,,,,,,,,,,, 150   ," 12,206   ",-5.544751,33.8626918,
0057,,480,,MEKNES ACADEMIE               ,,,,,,,,,,, 25   , 328   ,-5.553546,33.872785,
0064,,491,,EL HAJEB PLACE D'ARME         ,,,,,,,,,,, 156   , 215   ,-5.367411,33.687684,
0065,,480,,MOULAY IDRISS                 ,,,,,,,,,,, 38   ," 2,492   ",-5.520435,34.056973,
0066,,481,,BOUFEKRANE                    ,,,,,,,,,,, 35   ," 1,755   ",-5.483492,33.761406,
0067,,480,,EL HADJ KADDOUR               ,,,,,,,,,,, 12   , 180   ,-5.424312,33.826278,
0068,,480,,MEKNES MEDINA                 ,,,,,,,,,,, 203   ," 15,051   ",-5.5624321,33.8948115,
0069,,480,,MEKNES BNI M'HAMMED           ,,,,,,,,,,, 268   ," 21,698   ",-5.5627741,33.8808497,
0070,,492,,AIN TAOUJDATE                 ,,,,,,,,,,, 71   ," 4,324   ",-5.214529,33.937361,
0071,,493,,AGOURAI                       ,,,,,,,,,,, 22   , 361   ,-5.587642,33.641553,
0072,,494,,SEBAA AIOUN                   ,,,,,,,,,,, 49   ," 1,474   ",-5.373669,33.903563,
0073,,570,,OUJDA PPAL                    ,,,,,,,,,,, 973   ," 37,822   ",-1.9146252,34.6842608,
0074,,570,,AEREPORT OUJDA ANGAD          ,,,,,,,,,,, -     , -     ,-1.939516,34.785752,
0075,,570,,OUJDA BADR                    ,,,,,,,,,,, 147   ," 5,319   ",-1.921662,34.6740781,
0076,,570,,OUJDA MEDINA                  ,,,,,,,,,,, -     , -     ,-1.9120141,34.6786319,
0077,,570,,OUJDA FAR                     ,,,,,,,,,,, -     , -     ,-1.9146842,34.6654759,
0078,,570,,OUJDA AL QODS                 ,,,,,,,,,,, 1   , 3   ,-1.9081222,34.670777,
0079,,570,,OUJDA MIR ALI                 ,,,,,,,,,,, 35   ," 1,865   ",-1.9303885,34.6795826,
0080,,570,,OUJDA Q.INDUSTRIEL            ,,,,,,,,,,, 182   ," 4,415   ",-1.9006804,34.6989244,
0081,,570,,BENI OUKIL                    ,,,,,,,,,,, 15   , 95   ,-2.001845,34.653423,
0082,,570,,OUJDA LES IRIS                ,,,,,,,,,,, 125   ," 5,481   ",-1.923388,34.6558524,
0083,,570,,OUJDA BOULEVARD MOHAMMED V    ,,,,,,,,,,, -     , -     ,-1.914786,34.684327,
0084,,576,,AHFIR                         ,,,,,,,,,,, 360   ," 6,562   ",-2.0984665,34.9546363,
0085,,583,,AIN BENI MATHAR               ,,,,,,,,,,, 141   ," 3,186   ",-2.025047,34.016611,
0086,,587,,EL AIOUNE                     ,,,,,,,,,,, 50   ," 1,704   ",-2.5062937,34.5839962,
0087,,582,,JERADA                        ,,,,,,,,,,, 96   ," 3,378   ",-2.1614823,34.3088742,
0088,,582,,ZELIJA BOUBKER                ,,,,,,,,,,, -     , -     ,-1.73135,34.478171,
0089,,573,,TOUISSITE                     ,,,,,,,,,,, 1   , 0   ,-1.764134,34.479127,
0090,,571,,BENI DRAR                     ,,,,,,,,,,, 49   , 868   ,-1.992786,34.858353,
0091,,570,,AIN ESSFA                     ,,,,,,,,,,, -     , -     ,-2.141368,34.75056,
0092,,582,,AIN EL GUENFOUDA              ,,,,,,,,,,, 1   , 1   ,-2.0449832,34.4839996,
0093,,330,,KENITRA PPL                   ,,,,,,,,,,, 767   ," 49,828   ",-6.5819773,34.2609252,
0094,,330,,KENITRA ANCIENNE MEDINA       ,,,,,,,,,,, 16   ," 2,604   ",-6.5727961,34.2653687,
0095,,330,,KENITRA BOUCHTIA              ,,,,,,,,,,, 9   , 239   ,-6.5589331,34.2643157,
0096,,330,,KENITRA V HAUTE               ,,,,,,,,,,, 1   , 100   ,-6.5930737,34.2650727,
0097,,330,,KENITRA FAR                   ,,,,,,,,,,, 35   , 380   ,-6.604843,34.289346,
0098,,330,,KENITRA 3EME BAFRA            ,,,,,,,,,,, 43   ," 1,277   ",-6.605004,34.289187,
0099,,330,,KENITRA EL MENZEH             ,,,,,,,,,,, 7   , 186   ,-6.5210912,34.2522692,
0100,,330,,KENITRA MAGHRIB AL ARABI      ,,,,,,,,,,, 10   , 176   ,-6.6107105,34.2435925,
0101,,810,,RABAT HAOUZIA                 ,,,,,,,,,,, 111   ," 6,480   ",-6.6160709,34.2661012,
0102,,332,,SIDI YAHIA GHARB              ,,,,,,,,,,, 57   ," 1,872   ",-6.3078046,34.3098556,
0103,,332,,S.YAHYA DU GHARB B.MILITAIRE  ,,,,,,,,,,, -     , -     ,-6.271434,34.297678,
0104,,340,,ALLAL TAZI                    ,,,,,,,,,,, 5   , 368   ,-6.323774,34.52174,
0105,,337,,DAR GUEDDARI                  ,,,,,,,,,,, 4   , 12   ,-6.0914362,34.4196906,
0106,,330,,KENITRA NOUVELLE MEDINA       ,,,,,,,,,,, 70   ," 3,643   ",-6.5611929,34.2589822,
0107,,480,,AIN JEMAA                     ,,,,,,,,,,, 1   , 1   ,-5.7976753,34.0275707,
0108,,330,,KENITRA AL MASSIRA            ,,,,,,,,,,, 69   ," 5,469   ",-6.55679,34.248575,
0109,,270,,FES AIN KADOUS                ,,,,,,,,,,, 67   ," 5,562   ",-5.0089073,34.0614058,
0110,,276,,SEBA ROUADI                   ,,,,,,,,,,, 6   , 206   ,-5.101164,34.033206,
0111,,270,,FES SIDI BRAHIM               ,,,,,,,,,,, 68   ," 2,861   ",-4.987101,34.027042,
0112,,810,,RABAT SOUISSI                 ,,,,,,,,,,, 267   ," 11,908   ",-6.8266672,33.9835942,
0113,,121,,BOUZNIKA                      ,,,,,,,,,,, 104   ," 7,827   ",-7.1611065,33.7884078,
0114,,121,,BOUZNKA HAY RIAD              ,,,,,,,,,,, 1   , 63   ,-7.158199,33.780226,
0115,,822,,AIN AOUDA                     ,,,,,,,,,,, 103   ," 7,969   ",-6.790836,33.80619,
0116,,825,,TEMARA BASSATINE EL MENZEH    ,,,,,,,,,,, 23   , 667   ,-6.853556,33.856914,
0117,,815,,SALE HAY ESSALAM              ,,,,,,,,,,, 279   ," 19,535   ",-6.7926742,34.0407127,
0118,,810,,RABAT MADINAT AL IRFANE       ,,,,,,,,,,, 117   ," 10,101   ",-6.8664471,33.9810031,
0119,,821,,SKHIRATE                      ,,,,,,,,,,, 239   ," 19,852   ",-7.03893,33.851836,
0120,,821,,SKHIRATE PARA (FAR)           ,,,,,,,,,,, -     , -     ,-7.06257,33.861128,
0121,,824,,BOUKNADEL                     ,,,,,,,,,,, 107   ," 2,778   ",-6.739635,34.121913,
0122,,124,,SIDI YAHIA ZAERS              ,,,,,,,,,,, 131   ," 6,871   ",-6.90465,33.826202,
0123,,810,,RABAT AL-INBIAT               ,,,,,,,,,,, 87   ," 5,735   ",-6.810644,33.992321,
0124,,272,,AIN CHEGAG                    ,,,,,,,,,,, 23   , 772   ,-5.041861,33.8821423,
0125,,281,,EL MENZEL                     ,,,,,,,,,,, 251   ," 8,952   ",-4.545524,33.837959,
0126,,276,,MOULAY YACOUB                 ,,,,,,,,,,, 5   , 81   ,-5.178536,34.088653,
0127,,283,,RAS TABOUDA                   ,,,,,,,,,,, 5   , 61   ,-4.7138,34.004089,
0128,,673,,TAFRANT                       ,,,,,,,,,,, 3   , 65   ,-5.124728,34.623982,
0129,,281,,BIR TAMTAM                    ,,,,,,,,,,, 13   , 240   ,-4.643885,33.982306,
0130,,276,,SIDI AHMED EL BERNOUSSI       ,,,,,,,,,,, -     , -     ,-4.997618,34.112457,
0131,,287,,EL ADERJ                      ,,,,,,,,,,, -     , -     ,-4.432053,33.6315,
0132,,270,,FES DOKKARAT                  ,,,,,,,,,,, 122   ," 14,972   ",-5.0190032,34.0411428,
0133,,283,,TABOUDA                       ,,,,,,,,,,, 1   , 1   ,-5.135862,34.735419,
0134,,810,,RABAT DAR EL HADITH           ,,,,,,,,,,, 56   ," 3,058   ",-6.8489081,34.0161729,
0135,,810,,RABAT RYAD                    ,,,,,,,,,,, 272   ," 27,918   ",-6.8604926,33.9634694,
0136,,270,,FES JNANATE                   ,,,,,,,,,,, 124   ," 5,307   ",-4.9651659,34.0697959,
0137,,815,,SALE SIDI MOUSSA              ,,,,,,,,,,, 188   ," 10,393   ",-6.8104425,34.0538572,
0138,,330,,MEHDYA                        ,,,,,,,,,,, 91   ," 4,010   ",-6.6659492,34.2606703,
0139,,815,,SALE BETTANA                  ,,,,,,,,,,, 82   ," 5,637   ",-6.8088466,34.0296335,
0140,,815,,"SALE K,O,MOUSSA               ",,,,,,,,,,, 212   ," 8,180   ",-6.767144,34.02095,
0141,,270,,FES BENSOUDA                  ,,,,,,,,,,, 168   ," 13,210   ",-5.0539899,34.0171267,
0142,,810,,RABAT AL MASSIRA              ,,,,,,,,,,, 264   ," 16,864   ",-6.8869727,33.9770429,
0143,,810,,RABAT NATIONS UNIES           ,,,,,,,,,,, 205   ," 10,654   ",-6.8456827,33.9939411,
0144,,825,,TEMARRA MASSIRA               ,,,,,,,,,,, 299   ," 16,425   ",-6.8977726,33.9266164,
0145,,810,,RABAT ENNAHDA                 ,,,,,,,,,,, 213   ," 30,316   ",-6.8180493,33.9772197,
0146,,810,,RABAT OCEAN                   ,,,,,,,,,,, 476   ," 26,082   ",-6.8454185,34.0238071,
0147,,270,,FES AL ADARISSA               ,,,,,,,,,,, 85   ," 5,385   ",-5.0112704,34.019032,
0148,,815,,SALA AL JADIDA                ,,,,,,,,,,, 243   ," 16,761   ",-6.744174,33.99865,
0149,,810,,RABAT HAY EL KHEIR            ,,,,,,,,,,, 167   ," 12,316   ",-6.8743542,33.9974557,
0150,,815,,SALE LâAYAYDA                 ,,,,,,,,,,, 250   ," 13,319   ",-6.7727548,34.062028,
0151,,815,,SALE BAB CHAFAA               ,,,,,,,,,,, 118   ," 4,469   ",-6.8274102,34.0419985,
0152,,270,,FES ZOHOR SAIS                ,,,,,,,,,,, 172   ," 14,566   ",-4.9802345,34.0105502,
0153,,270,,FES SOUNDOUS                  ,,,,,,,,,,, 79   ," 5,526   ",-5.0325778,34.0583749,
0154,,485,,AIN LEUH                      ,,,,,,,,,,, 14   , 766   ,-5.337145,33.28588,
0155,,420,,SIDI ADDI                     ,,,,,,,,,,, 24   , 708   ,-5.334021,33.396246,
0156,,810,,RABAT DIOUR JAMAA             ,,,,,,,,,,, 155   ," 13,880   ",-6.8480793,34.0139975,
0157,,810,,RABAT AL MANZAH               ,,,,,,,,,,, 88   ," 5,886   ",-6.8960895,33.9719614,
0158,,480,,MEKNES AL MANSOUR             ,,,,,,,,,,, 165   ," 17,751   ",-5.576849,33.8663644,
0159,,480,,MEKNES HAY ECHOUHADA          ,,,,,,,,,,, 243   ," 16,149   ",-5.5038661,33.8908996,
0160,,425,,AZROU AHADAF                  ,,,,,,,,,,, 202   ," 14,550   ",-5.2286232,33.4440875,
0161,,425,,AZROU PRINCIPAL               ,,,,,,,,,,, 132   ," 9,979   ",-5.219284,33.4440584,
0162,,388,,MRIRT                         ,,,,,,,,,,, 278   ," 10,539   ",-5.566442,33.1671751,
0163,,388,,MRIRT BOULACHFAR              ,,,,,,,,,,, 10   ," 1,349   ",-5.569328,33.161530,
0164,,380,,EL HAMMAM                     ,,,,,,,,,,, -     , -     ,-5.470049,33.175042,
0165,,427,,TIMAHDITE                     ,,,,,,,,,,, -     , -     ,-5.059105,33.236772,
0166,,810,,RABAT ANNAKHIL                ,,,,,,,,,,, 186   ," 17,145   ",-6.864595,33.954417,
0167,,218,,ERFOUD                        ,,,,,,,,,,, 166   ," 5,980   ",-4.234211,31.434348,
0168,,235,,RISSANI                       ,,,,,,,,,,, 140   ," 3,229   ",-4.269374,31.283218,
0169,,211,,AOUFOUS                       ,,,,,,,,,,, 16   , 391   ,-4.177986,31.688251,
0170,,222,,JORF                          ,,,,,,,,,,, 15   , 393   ,-4.40132,31.490166,
0171,,210,,MERZOUGA                      ,,,,,,,,,,, 1   , 10   ,-4.016817,31.099173,
0172,,219,,ALNIF                         ,,,,,,,,,,, 35   , 984   ,-5.168332,31.116043,
0173,,210,,SEFFALATE                     ,,,,,,,,,,, -     , -     ,-4.275262,31.243766,
0174,,210,,ZRIGATE                       ,,,,,,,,,,, -     , -     ,-4.208182,31.651221,
0175,,270,,FES AGDAL                     ,,,,,,,,,,, 304   ," 21,095   ",-5.003677,34.0424808,
0176,,810,,RABAT GUICH LOUDAYA           ,,,,,,,,,,, 281   ," 14,980   ",-6.88662,33.9383499,
0177,,420,,IFRANE                        ,,,,,,,,,,, 543   ," 18,369   ",-5.1078111,33.5288521,
0178,,420,,IFRANE AL AKHAWAYN UNIVERSITY ,,,,,,,,,,, -     , -     ,-5.106293,33.539597,
0179,,420,,SOUK EL HAD OUED IFRANE       ,,,,,,,,,,, 3   , 55   ,-5.489742,33.29464,
0180,,825,,TEMARRA HAY MAGHRIB EL ARABI  ,,,,,,,,,,, 49   ," 2,406   ",-6.8896991,33.9202287,
0181,,825,,TEMARA MOULAY ALI CHERIF      ,,,,,,,,,,, 138   ," 8,130   ",-6.9059292,33.9324828,
0182,,815,,SALE HSSAINE                  ,,,,,,,,,,, 187   ," 10,263   ",-6.7636997,34.0181627,
0183,,815,,SALE HAY KARIMA               ,,,,,,,,,,, 303   ," 14,918   ",-6.7946014,34.0543327,
0184,,330,,KENITRA KHABBAZATE            ,,,,,,,,,,, 309   ," 14,553   ",-6.5697894,34.2632373,
0185,,330,,KENITRA TAIBIA                ,,,,,,,,,,, 103   ," 7,244   ",-6.5992923,34.2726379,
0186,,810,,RABAT KAMRA                   ,,,,,,,,,,, 136   ," 8,376   ",-6.8738687,33.9909689,
0189,,380,,KHENIFRA BOUFOULOUSSEN        ,,,,,,,,,,, -     , -     ,-5.6786791,32.9439373,
0190,,386,,AIT ISHAK                     ,,,,,,,,,,, 49   ," 1,644   ",-5.726217,32.764673,
0191,,385,,EL KEBAB                      ,,,,,,,,,,, 38   ," 1,509   ",-5.52401,32.741813,
0192,,381,,AGUELMUS                      ,,,,,,,,,,, 17   , 326   ,-5.844335,33.158546,
0193,,382,,KAF NSOUR                     ,,,,,,,,,,, 1   , 38   ,-5.960928,32.912725,
0194,,380,,TIGHASSALINE                  ,,,,,,,,,,, 55   ," 1,428   ",-5.656862,32.782404,
0195,,380,,SIDI YAHYA OU SAAD            ,,,,,,,,,,, 1   , 1   ,-5.575513,32.681703,
0196,,380,,SOUK HAD BOUHSOUSSEN          ,,,,,,,,,,, 1   , 1   ,-6.076217,33.147235,
0197,,380,,OUAOUMANA                     ,,,,,,,,,,, 6   , 120   ,-5.809316,32.709347,
0198,,561,,TILOUINE                      ,,,,,,,,,,, 2   , 1   ,-4.798614,31.640478,
0199,,210,,ERRACHIDIA PRINCIPAL          ,,,,,,,,,,," 1,135   "," 28,970   ",-4.4252104,31.9331753,
0200,,210,,P.A.FAR ERRACHIDIA            ,,,,,,,,,,, 46   , 528   ,-4.431331,31.927735,
0201,,210,,ERRACHIDIA OULED EL HAJ       ,,,,,,,,,,, 81   , 898   ,-4.4046968,31.9364463,
0202,,212,,BOUDENIB                      ,,,,,,,,,,, 122   , 853   ,-3.603698,31.948184,
0203,,223,,GOULMIMA                      ,,,,,,,,,,, 97   ," 3,175   ",-4.954472,31.690632,
0204,,315,,BENI TAJJITE                  ,,,,,,,,,,, 3   , 167   ,-3.467978,32.293008,
0205,,226,,TINEJEDAD                     ,,,,,,,,,,, 42   ," 1,848   ",-5.029775,31.510373,
0206,,215,,ASSOUL                        ,,,,,,,,,,, -     , -     ,-5.207951,31.948735,
0207,,210,,ERRACHIDIA BOUTALAMINE        ,,,,,,,,,,, 523   ," 23,009   ",-4.4395548,31.9199992,
0208,,210,,TADIGHOUST                    ,,,,,,,,,,, -     , -     ,-4.960017,31.819199,
0209,,225,,MELLAB                        ,,,,,,,,,,, -     , -     ,-4.851915,31.54661,
0210,,321,,ASRIR OUED FERKLA             ,,,,,,,,,,, -     , -     ,-5.067433,31.500094,
0211,,391,,MIDELT                        ,,,,,,,,,,, 405   ," 14,642   ",-4.7394177,32.6783414,
0212,,389,,ZAIDA                         ,,,,,,,,,,, 1   , 2   ,-4.958190,32.816006,
0213,,391,,MIDELT SOUK EL HAD            ,,,,,,,,,,, 1   , 4   ,-4.7370279,32.6967078,
0214,,391,,MIDELT IKHERMJIOUEN           ,,,,,,,,,,, 8   , 323   ,-4.750299,32.674079,
0215,,391,,MIDELT MIMLAL                 ,,,,,,,,,,, 9   , 158   ,-4.748143,32.6895478,
0216,,387,,KERROUCHEN                    ,,,,,,,,,,, 1   , 36   ,-5.319875,32.796618,
0217,,397,,TOUNFITE                      ,,,,,,,,,,, 8   , 201   ,-5.250116,32.46535,
0218,,396,,ITZER                         ,,,,,,,,,,, -     , -     ,-5.051233,32.879191,
0219,,395,,BOUMIA                        ,,,,,,,,,,, 10   , 649   ,-5.096948,32.726245,
0220,,380,,BOUAYACHE                     ,,,,,,,,,,, -     , -     ,-4.439405,32.721409,
0221,,224,,AGHBALOU NSERDANE             ,,,,,,,,,,, 3   , 57   ,-5.296022,32.677646,
0222,,231,,RICH                          ,,,,,,,,,,, 174   ," 7,105   ",-4.503558,32.25912,
0223,,318,,TALSINNT                      ,,,,,,,,,,, 36   , 912   ,-3.438807,32.534921,
0224,,233,,GOURAMA                       ,,,,,,,,,,, 16   , 496   ,-4.074898,32.338835,
0225,,227,,IMILCHIL                      ,,,,,,,,,,, 1   , 0   ,-5.630927,32.156596,
0226,,210,,GUERS TIALLALINE              ,,,,,,,,,,, 2   , 113   ,-4.393206,32.245097,
0227,,825,,TEMARRA FATH EL KHEIR         ,,,,,,,,,,, 56   ," 2,835   ",-6.921438,33.910412,
0228,,330,,KENITRA OULED OUIJIH          ,,,,,,,,,,, 169   ," 9,263   ",-6.6201317,34.2607013,
0229,,810,,KENITRA MAAMOURA              ,,,,,,,,,,, 111   ," 6,897   ",-6.5489459,34.241608,
0230,,815,,SALE HAY EL AMAL              ,,,,,,,,,,, 244   ," 14,093   ",-6.7923215,34.0685583,
0231,,810,,RABAT TECHNOPOLIS             ,,,,,,,,,,, -     , -     ,-6.721863,33.992824,
0232,,480,,MEKNES BASSATINE              ,,,,,,,,,,, 164   ," 6,019   ",-5.5140692,33.8931227,
0233,,491,,SEBT JEHJOUH                  ,,,,,,,,,,, -     , -     ,-5.670024,33.717868,
0234,,486,,TNINE MHAYA                   ,,,,,,,,,,, 15   , 872   ,-5.242126,33.981073,
0238,,480,,TOULAL                        ,,,,,,,,,,, 46   ," 3,709   ",-5.5965713,33.8899756,
0239,,480,,MEKNES BORJ MY OMAR           ,,,,,,,,,,, 210   ," 14,830   ",-5.529688,33.906519,
0240,,480,,MEKNES ZITOUNE                ,,,,,,,,,,, 295   ," 27,510   ",-5.5471892,33.8683655,
0241,,480,,MEKNES TAKADOUM               ,,,,,,,,,,, 125   ," 10,501   ",-5.5795339,33.8849012,
0242,,480,,OUISLANE EX DOUAR SOUSSI      ,,,,,,,,,,, 227   ," 17,553   ",-5.4896451,33.9113921,
0243,,380,,KHENIFRA OUAD ADAHAB          ,,,,,,,,,,, 65   ," 2,516   ",-5.6700075,32.9243296,
0244,,140,,BOULEMANE                     ,,,,,,,,,,, 38   ," 1,479   ",-4.731637,33.366037,
0245,,141,,IMOUZZER MARMOUCHA            ,,,,,,,,,,, 46   ," 1,554   ",-4.294565,33.471216,
0248,,140,,AIT HAMZA                     ,,,,,,,,,,, -     , -     ,-4.88772,33.350128,
0249,,140,,ENJIL                         ,,,,,,,,,,, 4   , 79   ,-4.632687,33.231015,
0250,,703,,GUERCIF                       ,,,,,,,,,,, 519   ," 13,890   ",-3.351134,34.223686,
0251,,703,,GUERCIF NOUGD                 ,,,,,,,,,,, 66   ," 1,688   ",-3.3547515,34.2329867,
0252,,703,,GUERCIF FAR                   ,,,,,,,,,,, -     , -     ,-3.363072,34.224961,
0253,,707,,SAKA                          ,,,,,,,,,,, -     , -     ,-3.414197,34.620725,
0254,,704,,BERKINE                       ,,,,,,,,,,, -     , -     ,-3.845958,33.766758,
0255,,699,,MEZGUITEM                     ,,,,,,,,,,, 1   , 1   ,-3.637851,34.500372,
0256,,706,,MAHIRIJA                      ,,,,,,,,,,, 1   , 1   ,-3.277501,33.989906,
0257,,705,,HOUARA OULAD RAHHO            ,,,,,,,,,,, 5   , 47   ,-3.584995,34.216405,
0258,,288,,IMOUZZER KANDAR               ,,,,,,,,,,, 144   ," 8,556   ",-5.010278,33.728808,
0259,,690,,MATMATA                       ,,,,,,,,,,, 39   , 890   ,-4.550582,34.099305,
0260,,711,,TAHALA                        ,,,,,,,,,,, 262   ," 8,059   ",-4.425707,34.047595,
0261,,712,,BOUZEMLANE                    ,,,,,,,,,,, 10   , 69   ,-4.552811,34.010168,
